,name,github_id,npm_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,labels,trending
10,AlpineJS,withastro/astro,@astrojs/alpinejs,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-10-19 17:08:57,2023-10-18 18:24:50,6612,727.0,1811.0,179,5232.0,103.0,3272.0,36060.0,2023-10-18 12:33:28,@astrojs/sitemap@3.0.2,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",67240.0,67240.0,623.0,https://www.npmjs.com/package/@astrojs/alpinejs,6941.0,6941.0,37,True,3,,,
11,Deno,withastro/astro,@astrojs/deno,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-10-19 17:08:57,2023-10-18 18:24:50,6612,727.0,1811.0,179,5232.0,103.0,3272.0,36060.0,2023-10-18 12:33:28,@astrojs/sitemap@3.0.2,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",67240.0,67240.0,623.0,https://www.npmjs.com/package/@astrojs/deno,4700.0,4700.0,37,True,3,,,
12,Astro SEO,jonasmerlin/astro-seo,,integrations-seo,https://github.com/jonasmerlin/astro-seo,https://github.com/jonasmerlin/astro-seo,2021-08-28 09:35:19,2023-09-21 14:04:07,2023-08-27 10:35:06,236,10.0,36.0,3,48.0,6.0,23.0,584.0,2023-08-27 10:35:44,0.8.0,26.0,Makes it easy to add information that is relevant for SEO to your Astro app.,2431.0,2431.0,23.0,,,,23,True,1,MIT,,
13,VSCode Astro Language Tools,withastro/language-tools,,integrations-ide,https://github.com/withastro/language-tools,https://github.com/withastro/language-tools,2021-08-20 19:47:14,2023-10-12 20:17:05,2023-10-12 20:15:27,484,29.0,31.0,11,396.0,35.0,234.0,173.0,2023-10-12 20:17:06,@astrojs/language-server@2.4.0,100.0,Language tools for Astro.,782.0,782.0,26.0,,,,22,True,1,MIT,,
14,AstroWind,onwidget/astrowind,,gh-template-theme,https://github.com/onwidget/astrowind,https://github.com/onwidget/astrowind,2022-06-24 03:13:29,2023-10-17 13:40:30,2023-10-04 14:20:57,932,307.0,360.0,26,132.0,2.0,74.0,1533.0,,,8.0,AstroWind: A free template using Astro 3.0 and Tailwind CSS. Astro starter theme.,,,30.0,,,,21,True,1,MIT,"['tailwind', 'typescript']",
15,astro-navbar,surjithctly/astro-navbar,astro-navbar,components,https://github.com/surjithctly/astro-navbar,https://github.com/surjithctly/astro-navbar,2023-01-02 13:50:31,2023-10-14 15:05:16,2023-10-14 15:04:40,47,15.0,7.0,4,8.0,,10.0,70.0,2023-10-14 15:05:16,2.3.0,12.0,Astro-Navbar is a fully responsive headless navigation bar for Astro. It supports mobile responsive toggle and..,920.0,920.0,6.0,https://www.npmjs.com/package/astro-navbar,6268.0,6268.0,19,True,1,,,
16,Odyssey Theme,littlesticks/odyssey-theme,,gh-template-theme,https://github.com/littlesticks/odyssey-theme,https://github.com/littlesticks/odyssey-theme,2022-05-15 03:10:17,2023-08-29 21:31:24,2023-05-02 18:22:05,184,,96.0,6,14.0,7.0,16.0,366.0,2022-12-15 17:28:57,2.0.2,4.0,A modern business marketing website theme/starter built with Astro.,372.0,372.0,3.0,,,,18,True,2,MIT,,
17,Storyblok,storyblok/storyblok-astro,,integrations-cms,https://github.com/storyblok/storyblok-astro,https://github.com/storyblok/storyblok-astro,2022-08-31 12:29:30,2023-10-19 04:41:33,2023-10-18 12:15:40,736,202.0,16.0,16,477.0,2.0,25.0,75.0,2023-09-20 09:38:56,3.0.1,52.0,,215.0,215.0,12.0,,,,18,False,1,,,
18,Astrofy,manuelernestog/astrofy,,gh-template-theme,https://github.com/manuelernestog/astrofy,https://github.com/manuelernestog/astrofy,2022-09-14 14:08:22,2023-10-12 12:24:14,2023-10-05 19:51:22,186,36.0,139.0,4,26.0,4.0,18.0,406.0,2023-06-08 16:31:28,2.5.0,5.0,Astrofy is a free and open-source template for your Personal Portfolio Website built with Astro and TailwindCSS...,,,15.0,,,,16,True,2,MIT,,
19,AstroShip,surjithctly/astroship,,gh-template-theme,https://github.com/surjithctly/astroship,https://github.com/surjithctly/astroship,2022-11-01 10:14:05,2023-10-06 09:59:50,2023-10-06 09:59:49,67,9.0,166.0,10,21.0,3.0,17.0,736.0,2023-08-02 14:18:58,2.1.0,4.0,"Astroship is a starter template for startups, marketing websites, landing pages & blog. Built with Astro & TailwindCSS.",,,9.0,,,,14,True,2,GPL-3.0,,
20,Astro SPA,RafidMuhymin/astro-spa,,integrations-spa,https://github.com/RafidMuhymin/astro-spa,https://github.com/RafidMuhymin/astro-spa,2021-08-29 17:39:25,2022-10-03 17:01:31,2022-04-19 10:17:26,182,,13.0,6,3.0,4.0,3.0,350.0,2022-04-19 10:18:15,1.3.9,65.0,An Astro JS component that turns a website into an SPA and boost performance using various techniques.,89.0,89.0,2.0,,,,14,True,1,MIT,,
21,Decap CMS (Netlify CMS),delucis/astro-netlify-cms,,integrations-cms,https://github.com/delucis/astro-netlify-cms,https://github.com/delucis/astro-netlify-cms,2022-01-26 20:32:40,2023-10-18 02:27:10,2023-08-30 10:55:14,136,2.0,20.0,5,54.0,12.0,18.0,141.0,2023-08-30 10:55:47,0.5.4,18.0,Integration to add Netlify CMSs admin dashboard to any Astro project.,528.0,528.0,6.0,,,,13,True,3,,,
22,Astroplate,zeon-studio/astroplate,,gh-template-theme,https://github.com/zeon-studio/astroplate,https://github.com/zeon-studio/astroplate,2023-04-17 06:50:06,2023-10-19 02:52:52,2023-10-19 02:52:46,72,26.0,54.0,10,5.0,2.0,9.0,172.0,,,,"Astroplate is a free starter template built with Astro, TailwindCSS & TypeScript providing everything you need to..",,,7.0,,,,12,True,3,MIT,['tailwind'],
23,astro-terminal-player,JulianCataldo/web-garden,astro-terminal-player,components,https://github.com/JulianCataldo/web-garden,https://github.com/JulianCataldo/web-garden,2022-06-18 02:54:16,2023-09-15 03:44:35,2023-09-15 03:44:32,886,1.0,12.0,2,65.0,12.0,9.0,118.0,,,,"Building blocks for making progressive and future-proof websites. Components collection features Astro, HTML, SCSS,..",44.0,44.0,6.0,https://www.npmjs.com/package/astro-terminal-player,98.0,98.0,12,True,3,ISC,,
24,Flowbite Astro Admin Dashboard,themesberg/flowbite-astro-admin-dashboard,,theme,https://github.com/themesberg/flowbite-astro-admin-dashboard,https://github.com/themesberg/flowbite-astro-admin-dashboard,2023-03-02 15:44:13,2023-10-15 08:56:20,2023-04-12 04:29:50,73,,53.0,9,3.0,1.0,4.0,224.0,,,,"Open-source admin dashboard template built with Astro, Flowbite, and Tailwind CSS.",,,2.0,,,,10,True,1,MIT,"['tailwind', 'flowbite']",
25,Accessible Astro Dashboard,markteekman/accessible-astro-dashboard,,gh-template-theme,https://github.com/markteekman/accessible-astro-dashboard,https://github.com/markteekman/accessible-astro-dashboard,2022-05-05 07:29:37,2023-03-29 07:59:10,2023-03-29 07:58:56,88,,22.0,4,11.0,,,103.0,2022-10-06 12:31:27,1.1.4,8.0,An Accessible Admin Dashboard Theme for Astro with a login page and a dashboard overview. Includes accessibility..,,,2.0,,,,10,True,3,MIT,"['accessible-astro-components', 'javascript']",
26,Bookworm Light Astro,themefisher/bookworm-light-astro,,gh-template-theme,https://github.com/themefisher/bookworm-light-astro,https://github.com/themefisher/bookworm-light-astro,2023-02-14 04:43:43,2023-09-20 17:22:27,2023-08-19 03:04:19,20,1.0,29.0,5,1.0,3.0,3.0,105.0,,,,"Bookworm Light is a feature-rich, minimal, highly customizable, easy-to-use Astro blog theme.",,,6.0,,,,8,True,3,MIT,"['tailwind', 'typescript']",
27,Astro Quickstart Template,netlify-templates/astro-quickstart,,gh-template-starter,https://github.com/netlify-templates/astro-quickstart,https://github.com/netlify-templates/astro-quickstart,2022-05-04 15:22:28,2023-09-04 02:11:34,2023-08-28 03:30:01,91,2.0,38.0,3,82.0,2.0,1.0,40.0,,,,A bare-bones Astro template to get you deployed to Netlify fast!.,,,5.0,,,,6,True,1,,,-1.0
28,Astrolus,Tailus-UI/astro-theme,,gh-template-theme,https://github.com/Tailus-UI/astro-theme,https://github.com/Tailus-UI/astro-theme,2022-09-04 11:34:15,2023-03-31 13:23:55,2023-03-31 13:23:40,20,,41.0,2,1.0,,1.0,105.0,,,,Home page template built with astro and tailwindcss using tailus blocks.,,,2.0,,,,5,True,3,MIT,"['tailwind', 'tailus', 'typescript']",
29,Astro Starter Kit - Docs Site,advanced-astro/astro-docs-template,,gh-template-theme,https://github.com/advanced-astro/astro-docs-template,https://github.com/advanced-astro/astro-docs-template,2023-01-29 16:52:59,2023-09-03 16:40:03,2023-03-17 16:01:22,22,,4.0,1,19.0,2.0,,27.0,,,,The Advanced Astro 2.0 Docs Template.,,,2.0,,,,5,True,3,,['typescript'],
30,Firebase,thepassle/astro-firebase,,integrations-ssr,https://github.com/thepassle/astro-firebase,https://github.com/thepassle/astro-firebase,2022-04-28 08:24:21,2022-05-05 13:10:13,2022-05-05 13:10:12,4,,,3,,2.0,,15.0,,,,,7.0,7.0,,,,,3,False,3,,,
31,Contentful,ajsummerfield/contentful-astro,,integrations-cms,https://github.com/ajsummerfield/contentful-astro,https://github.com/ajsummerfield/contentful-astro,2023-02-09 18:23:03,2023-02-11 19:04:37,2023-02-11 19:01:07,13,,,1,,1.0,,,2023-02-11 19:04:37,1.1.0,2.0,,1.0,1.0,,,,,3,False,3,,,
