,name,github_id,npm_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,license,labels,trending
10,AlpineJS,withastro/astro,@astrojs/alpinejs,integrations-frontend,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-14 17:42:53,2023-12-14 17:41:06,6958,525.0,1915.0,186,5559.0,134.0,3466.0,37779.0,2023-12-14 14:02:44,astro@4.0.5,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",78402.0,78402.0,658.0,https://www.npmjs.com/package/@astrojs/alpinejs,7491.0,7491.0,38,True,3,,,
11,Deno,withastro/astro,@astrojs/deno,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-12-14 17:42:53,2023-12-14 17:41:06,6958,525.0,1915.0,186,5559.0,134.0,3466.0,37779.0,2023-12-14 14:02:44,astro@4.0.5,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",78402.0,78402.0,658.0,https://www.npmjs.com/package/@astrojs/deno,3069.0,3069.0,38,True,3,,,
12,VSCode Astro Language Tools,withastro/language-tools,,integrations-ide,https://github.com/withastro/language-tools,https://github.com/withastro/language-tools,2021-08-20 19:47:14,2023-12-14 18:01:51,2023-12-13 13:42:27,510,30.0,33.0,9,416.0,38.0,258.0,189.0,2023-12-11 16:46:02,@astrojs/check@0.3.2,100.0,Language tools for Astro.,5241.0,5241.0,29.0,,,,24,True,1,MIT,,
13,Astro SEO,jonasmerlin/astro-seo,,integrations-seo,https://github.com/jonasmerlin/astro-seo,https://github.com/jonasmerlin/astro-seo,2021-08-28 09:35:19,2023-10-24 21:32:21,2023-08-27 10:35:06,236,,39.0,3,50.0,7.0,23.0,636.0,2023-08-27 10:35:44,0.8.0,26.0,Makes it easy to add information that is relevant for SEO to your Astro app.,2905.0,2905.0,23.0,,,,22,True,1,MIT,,
14,AstroWind,onwidget/astrowind,,gh-template-theme,https://github.com/onwidget/astrowind,https://github.com/onwidget/astrowind,2022-06-24 03:13:29,2023-12-12 06:27:03,2023-12-09 01:34:26,952,36.0,420.0,29,140.0,6.0,86.0,1708.0,,,9.0,AstroWind: A free template using Astro 4.0 and Tailwind CSS. Astro starter theme.,,,32.0,,,,19,True,1,MIT,"['tailwind', 'typescript']",
15,astro-navbar,surjithctly/astro-navbar,astro-navbar,components,https://github.com/surjithctly/astro-navbar,https://github.com/surjithctly/astro-navbar,2023-01-02 13:50:31,2023-10-14 15:05:16,2023-10-14 15:04:40,47,10.0,8.0,4,8.0,1.0,11.0,78.0,2023-10-14 15:05:16,2.3.0,12.0,Astro-Navbar is a fully responsive headless navigation bar for Astro. It supports mobile responsive toggle and..,1076.0,1076.0,6.0,https://www.npmjs.com/package/astro-navbar,6935.0,6935.0,19,True,1,,,
16,Odyssey Theme,littlesticks/odyssey-theme,,gh-template-theme,https://github.com/littlesticks/odyssey-theme,https://github.com/littlesticks/odyssey-theme,2022-05-15 03:10:17,2023-08-29 21:31:24,2023-05-02 18:22:05,184,,109.0,6,14.0,8.0,16.0,385.0,2022-12-15 17:28:57,2.0.2,4.0,A modern business marketing website theme/starter built with Astro.,403.0,403.0,3.0,,,,17,True,2,MIT,,
17,Storyblok,storyblok/storyblok-astro,,integrations-cms,https://github.com/storyblok/storyblok-astro,https://github.com/storyblok/storyblok-astro,2022-08-31 12:29:30,2023-12-13 13:18:21,2023-11-29 11:49:47,841,172.0,18.0,17,560.0,4.0,26.0,94.0,2023-09-20 09:38:56,3.0.1,54.0,,243.0,243.0,12.0,,,,17,False,1,,,
18,Astrofy,manuelernestog/astrofy,,gh-template-theme,https://github.com/manuelernestog/astrofy,https://github.com/manuelernestog/astrofy,2022-09-14 14:08:22,2023-10-26 15:11:48,2023-10-05 19:51:22,186,14.0,167.0,5,27.0,5.0,19.0,484.0,2023-06-08 16:31:28,2.5.0,5.0,Astrofy is a free and open-source template for your Personal Portfolio Website built with Astro and TailwindCSS...,,,15.0,,,,16,True,2,MIT,,
19,Decap CMS (Netlify CMS),delucis/astro-netlify-cms,,integrations-cms,https://github.com/delucis/astro-netlify-cms,https://github.com/delucis/astro-netlify-cms,2022-01-26 20:32:40,2023-10-18 02:27:10,2023-08-30 10:55:14,136,,22.0,5,54.0,12.0,18.0,152.0,2023-08-30 10:55:47,0.5.4,18.0,Integration to add Netlify CMSs admin dashboard to any Astro project.,591.0,591.0,6.0,,,,16,True,3,,,
20,AstroShip,surjithctly/astroship,,gh-template-theme,https://github.com/surjithctly/astroship,https://github.com/surjithctly/astroship,2022-11-01 10:14:05,2023-11-17 14:37:20,2023-11-15 08:38:06,69,5.0,183.0,9,22.0,2.0,18.0,818.0,2023-08-02 14:18:58,2.1.0,4.0,"Astroship is a starter template for startups, marketing websites, landing pages & blog. Built with Astro & TailwindCSS.",,,9.0,,,,14,True,2,GPL-3.0,,
21,Astro SPA,RafidMuhymin/astro-spa,,integrations-spa,https://github.com/RafidMuhymin/astro-spa,https://github.com/RafidMuhymin/astro-spa,2021-08-29 17:39:25,2022-10-03 17:01:31,2022-04-19 10:17:26,182,,13.0,5,3.0,4.0,3.0,358.0,2022-04-19 10:18:15,1.3.9,65.0,An Astro JS component that turns a website into an SPA and boost performance using various techniques.,94.0,94.0,2.0,,,,14,True,1,MIT,,
22,Astros,zankhq/astros,,theme,https://github.com/zankhq/astros,https://github.com/zankhq/astros,2021-11-22 21:16:03,2023-12-09 19:53:36,2023-12-09 19:53:32,155,18.0,29.0,4,17.0,5.0,8.0,70.0,2023-08-12 01:11:26,1.0.0,2.0,"Template with astro, tailwind and alpinejs.",,,4.0,,,,14,True,1,GPL-3.0,"['tailwind', 'alpinejs']",
23,Astroplate,zeon-studio/astroplate,,gh-template-theme,https://github.com/zeon-studio/astroplate,https://github.com/zeon-studio/astroplate,2023-04-17 06:50:06,2023-12-13 06:39:50,2023-12-13 06:39:44,88,24.0,70.0,10,8.0,,15.0,234.0,,,,"Astroplate is a free starter template built with Astro, TailwindCSS & TypeScript providing everything you need to..",,,8.0,,,,12,True,3,MIT,['tailwind'],
24,astro-terminal-player,JulianCataldo/web-garden,astro-terminal-player,components,https://github.com/JulianCataldo/web-garden,https://github.com/JulianCataldo/web-garden,2022-06-18 02:54:16,2023-12-06 18:53:21,2023-09-15 03:44:32,886,,13.0,2,67.0,13.0,9.0,127.0,,,,"Building blocks for making progressive and future-proof websites. Components collection features Astro, HTML, SCSS,..",44.0,44.0,6.0,https://www.npmjs.com/package/astro-terminal-player,3.0,3.0,12,True,3,ISC,,1.0
25,Accessible Astro Dashboard,markteekman/accessible-astro-dashboard,,gh-template-theme,https://github.com/markteekman/accessible-astro-dashboard,https://github.com/markteekman/accessible-astro-dashboard,2022-05-05 07:29:37,2023-03-29 07:59:10,2023-03-29 07:58:56,88,,26.0,4,11.0,,,106.0,2022-10-06 12:31:27,1.1.4,8.0,An Accessible Admin Dashboard Theme for Astro with a login page and a dashboard overview. Includes accessibility..,,,2.0,,,,10,True,3,MIT,"['accessible-astro-components', 'javascript']",
26,Flowbite Astro Admin Dashboard,themesberg/flowbite-astro-admin-dashboard,,theme,https://github.com/themesberg/flowbite-astro-admin-dashboard,https://github.com/themesberg/flowbite-astro-admin-dashboard,2023-03-02 15:44:13,2023-12-09 23:09:06,2023-11-10 11:05:04,75,2.0,70.0,9,4.0,1.0,4.0,274.0,,,,"Open-source admin dashboard template built with Astro, Flowbite, and Tailwind CSS.",,,2.0,,,,9,True,3,MIT,"['tailwind', 'flowbite']",
27,Bookworm Light Astro,themefisher/bookworm-light-astro,,gh-template-theme,https://github.com/themefisher/bookworm-light-astro,https://github.com/themefisher/bookworm-light-astro,2023-02-14 04:43:43,2023-09-20 17:22:27,2023-08-19 03:04:19,20,,32.0,5,1.0,2.0,6.0,119.0,,,,"Bookworm Light is a feature-rich, minimal, highly customizable, easy-to-use Astro blog theme.",,,6.0,,,,8,True,3,MIT,"['tailwind', 'typescript']",
28,Astrolus,Tailus-UI/astro-theme,,gh-template-theme,https://github.com/Tailus-UI/astro-theme,https://github.com/Tailus-UI/astro-theme,2022-09-04 11:34:15,2023-03-31 13:23:55,2023-03-31 13:23:40,20,,46.0,3,1.0,,1.0,131.0,,,,Home page template built with astro and tailwindcss using tailus blocks.,,,2.0,,,,6,True,3,MIT,"['tailwind', 'tailus', 'typescript']",
29,Astro Quickstart Template,netlify-templates/astro-quickstart,,gh-template-starter,https://github.com/netlify-templates/astro-quickstart,https://github.com/netlify-templates/astro-quickstart,2022-05-04 15:22:28,2023-12-11 00:48:51,2023-11-20 03:13:42,93,2.0,42.0,3,86.0,2.0,1.0,43.0,,,,A bare-bones Astro template to get you deployed to Netlify fast!.,,,5.0,,,,6,True,1,,,
30,Astro Starter Kit - Docs Site,advanced-astro/astro-docs-template,,gh-template-theme,https://github.com/advanced-astro/astro-docs-template,https://github.com/advanced-astro/astro-docs-template,2023-01-29 16:52:59,2023-12-11 22:05:45,2023-11-17 23:35:49,37,11.0,4.0,1,31.0,2.0,,40.0,,,,The Advanced Astro Docs Template.,,,2.0,,,,6,True,3,,['typescript'],
31,Firebase,thepassle/astro-firebase,,integrations-ssr,https://github.com/thepassle/astro-firebase,https://github.com/thepassle/astro-firebase,2022-04-28 08:24:21,2022-05-05 13:10:13,2022-05-05 13:10:12,4,,,3,,2.0,,15.0,,,,,8.0,8.0,,,,,3,False,3,,,
32,Contentful,ajsummerfield/contentful-astro,,integrations-cms,https://github.com/ajsummerfield/contentful-astro,https://github.com/ajsummerfield/contentful-astro,2023-02-09 18:23:03,2023-02-11 19:04:37,2023-02-11 19:01:07,13,,,1,,1.0,,,2023-02-11 19:04:37,1.1.0,2.0,,1.0,1.0,,,,,3,False,3,,,
